condition,gr_ratio,hue_mean,sat_mean,lbp_std
unripe,0.9511600881251548,12.333,58.5344,0.10019430122513065
unripe,0.9504757261338048,11.963,49.0806,0.1045179888718454
unripe,1.0318072617895728,43.2434,66.7343,0.03322748861679418
unripe,1.0454491517469688,90.4469,57.6952,0.0610415432247153
unripe,1.0886664285919359,22.3299,89.6129,0.11258826758354876
unripe,0.9423541104397662,10.2382,43.2509,0.11077403124173925
unripe,1.1261987568738177,39.172,142.2799,0.03702947474277435
unripe,0.9513136259145669,12.2545,55.9318,0.10020729513359643
unripe,1.0667651047337434,34.1075,62.5707,0.09340885396071914
unripe,1.0594814493614606,85.3717,61.1812,0.0639286477190205
unripe,0.936576374461419,10.4537,44.7685,0.102587562588723
unripe,1.0300224887387264,77.9543,51.4144,0.06186511132483754
unripe,1.0294113844252308,94.6395,43.1538,0.055910213730362444
unripe,1.047866145988037,74.197,75.6285,0.06456898635696684
unripe,0.9459103558928016,12.5318,52.8502,0.09474004432237122
unripe,0.9429546757172852,12.2292,54.0185,0.09468945030047846
unripe,1.0507307815907942,38.4933,94.5874,0.07837070880610693
unripe,1.034122739480777,76.5479,57.7393,0.05958734764436045
unripe,0.9454951166023046,11.1891,44.3231,0.10859720989805093
unripe,0.9402164822993948,11.2993,49.1414,0.09799424471916413
unripe,1.015311595469984,92.9609,25.1754,0.08950890457601206
unripe,1.061150061469136,66.593,77.1258,0.06141789640850269
unripe,0.9483245945591939,12.5746,57.0052,0.10063862080719495
unripe,1.1974082208566972,49.1416,166.8148,0.043056102931282966
unripe,0.9457780022634378,12.4097,54.3491,0.09764106716998357
unripe,0.7566501819978144,23.2866,172.6758,0.03595308053201388
unripe,0.955557044218084,59.2234,39.3148,0.10273775351782319
unripe,0.9506606430892437,12.5748,49.9807,0.10447367131395856
unripe,0.9482479605045955,12.2986,59.2278,0.09433486099115312
unripe,1.0423228693976982,91.2808,44.4467,0.03483610195985322
unripe,0.9457277817089246,12.0137,56.183,0.09967357723094439
unripe,1.0301185501918286,79.9257,61.9627,0.06103910221534099
unripe,1.0458824870726946,90.292,58.064,0.06184457938441372
unripe,0.9516962752365623,12.9078,57.377,0.10573012814597468
unripe,1.0245788859105602,22.2554,45.1768,0.11614978259687724
unripe,0.9654075069979564,101.5066,39.2933,0.10103592429407646
unripe,1.1396010985288845,24.2462,75.368,0.12196948797557809
unripe,1.0330383318213254,17.6395,72.272,0.10866307559441922
unripe,0.943051982127213,11.1634,50.0001,0.10194833003988495
